% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=732709, Sun Apr 13 23:42:44 2025, <python>{}</python>
1 6 0.7081051326767379 0 0 0.5459316412851289
2 12 0.9923279728065185 0 0 0.9081920969242374
3 18 2.035300139472063 0 0 2.036084028684663
4 24 1.618232254172121 0 0 1.595333591749721
5 30 1.4165945034296357 0 0 1.2203892302424688
6 36 1.17896403638463 0 0 0.8572818361015005
7 42 0.8066838403338714 0 0 0.4770296522710387
8 48 0.5456616409298126 0 0 0.2547775064980658
9 54 0.3859109327911306 0 0 0.1431690507750523
10 60 0.3338711132398403 0 0 0.10580861613367318
